key	fingerprint	disposition	evidence
implicit:c:@S@CAmbientPosSound:constructor	a25fd076fce0cc04ce97569b3284bf93d842c4205b920341a0a6f3d2f481a550	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CDemo:constructor	e10b976b10a4befef204e235f792572e0b801f9460672741fcc8e61dd71a2089	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CGruntzMultiCommand:constructor	a347692d9cfcd4d64e6abfdea78759125e99023c89750f962e0873dc187dc62b	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CGruntzSingleCommand:constructor	7920c0d036175763c448d74ae65a9372dcedf4a5bb69c8d4b56c4f2dd5b323cf	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CInputDevBase:constructor	ad674073500748593724a427fa80c208699992b1d45174ff3a765b0635579507	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CRandomAmbientSound:constructor	00b269192d02abe30a50d4db31e6c81a0cf047c1fc3792247374ead18cf83774	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CUserBase:constructor	4af71d3513e1074bac763a0ef1374130fd6cf41c4f0e838e030d833d57f92995	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@CWwdGridShell:constructor	9df086fdb2e0595d04b89c4dee1ba43162cb9dc88b76de03df23a8fe05d9e460	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
implicit:c:@S@StreamVoiceFeeder:constructor	2185b9b825511d8d0621fcc73f9c456c6eadf8107828d4da6dc6f99ed2ab8195	recovered-implicit	Removed an empty inline default wrapper with no initializer or competing constructor overload. Implicit construction retains the complete base/member initialization; the actual owner/caller object census loses no emitted identity. This does not prove the original author omitted an equivalent empty declaration. See constructor-lifetime-cleanup.md.
method:c:@FT@>1#TMapLookup#&$@S@CMapPtrToPtr#*v#&*t0.0#I#	efa709e287b8956f12e04beeaa4d0c48347ffbc45952e54e0775042a82395ac6	open-model-conflict	Retail constructor stores and real VC5 controls distinguish native MFC storage from the derived SDK template. Keep the demonstrated native output-reference ABI and existing inline boundary; the original free-helper name/template origin is not established. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/native-mfc-map-identity-precedes-typed-adapters.md.
method:c:@FT@>1#TMapLookup#&$@S@CMapStringToPtr#*1C#&*t0.0#I#	48d5b2dcd8cf3951f3960c00c3aa7ed595c05c5e5e3e84f85fca4aa8aeabe8ce	open-model-conflict	Retail constructor stores and real VC5 controls distinguish native MFC storage from the derived SDK template. Keep the demonstrated native output-reference ABI and existing inline boundary; the original free-helper name/template origin is not established. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/native-mfc-map-identity-precedes-typed-adapters.md.
method:c:@FT@>1#TMapLookupById#&$@S@CMapPtrToPtr#I#&*t0.0#I#	b15264cb9145e9bd5e43f0de4377d105f9467a3746f94757fd1dc8b2069b4e8b	open-model-conflict	Retail constructor stores and real VC5 controls distinguish native MFC storage from the derived SDK template. Keep the demonstrated native output-reference ABI and existing inline boundary; the original free-helper name/template origin is not established. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/native-mfc-map-identity-precedes-typed-adapters.md.
method:c:@FT@>2#T#TMapGetNext#&$@S@CMapPtrToPtr#&*$@S@__POSITION#&t0.0#&*t0.1#v#	755dc3aa94956a35412604a5c61435723e7f71c8cea060cac6db8663892ce038	open-model-conflict	Retail constructor stores and real VC5 controls distinguish native MFC storage from the derived SDK template. Keep the demonstrated native output-reference ABI and existing inline boundary; the original free-helper name/template origin is not established. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/native-mfc-map-identity-precedes-typed-adapters.md.
method:c:@FT@>2#T#TMapGetNext#&$@S@CMapStringToPtr#&*$@S@__POSITION#&t0.0#&*t0.1#v#	6d860965e3304a20f79d17f34ebd4d216e74f4c112ae0a75cb1f0e03973889f1	open-model-conflict	Retail constructor stores and real VC5 controls distinguish native MFC storage from the derived SDK template. Keep the demonstrated native output-reference ABI and existing inline boundary; the original free-helper name/template origin is not established. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/native-mfc-map-identity-precedes-typed-adapters.md.
method:c:@S@CBattlezDlgCustom@F@CBattlezDlgCustom#*$@S@CWnd#	2154df8264930b1d621d1d40d6bede68ff68c24665cf5d9025eac1398ce64635	retained-authored	The CWnd* parameter forwards to CDialog with dialog resource 0xc3; the retail push/call sequence and ret 4 preserve that authored initializer. An implicit default constructor cannot supply this parameterized resource-selection API.
method:c:@S@CButeMgr@F@~CButeMgr#	233ba5748fecc44e48cb1fa78be91e48399b1fd4e47101feab34b7c7f87ce782	retained-authored	Pinned NOLF butemgr.h Git blob 46d9df3db82e91d8e13d706159e7058ed5509ea8 explicitly declares ~CButeMgr() { }; lineage ID nolf-butemgr-header-file owns this source family. Keep the authored empty declaration over its typed member cleanup.
method:c:@S@CCheckpointDlg@F@CCheckpointDlg#*$@S@CWnd#	c9499dfdfe63e8160203fa1d39f173e0e1d58c1d95806ef25ce7a36d535c68db	retained-authored	The CWnd* parameter forwards to CDialog with dialog resource 0xcd; the retail push/call sequence and ret 4 preserve that authored initializer. An implicit default constructor cannot supply this parameterized resource-selection API.
method:c:@S@CCheckpointTriggerSwitchLogic@F@CCheckpointTriggerSwitchLogic#	0c691640e91feefcecac84e59ab80f528bcb1f15cccb33365846ce337538c08b	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CCoveredPowerup@F@CCoveredPowerup#*$@S@CGameObject#	3920eeac9a2e7dc9021aa05368bccd65ebc70dd6e25c824ad2d13e2a8cc50d7d	retained-authored	The CGameObject* constructor forwards its object argument to CTileTrigger; the 25-byte retail body includes that argument and the derived vptr. This is an authored parameterized overload, not an implicit default or copy constructor.
method:c:@S@CCoveredPowerupLogic@F@CCoveredPowerupLogic#	d1896182a7d24a0343334c5b57301c8b211dc558e5b32e326917e5856a1361a5	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CCryptMgr@F@CCryptMgr#	3355890d4ecdf3d730191621056e8b2beed31c3b06ee32ada3a02996817332cd	retained-authored	The complete authored CCryptMgr constructor/destructor family is governed by lineage ID crypt-authentic-family. Preserve the source-proven empty methods and the char* overload rather than inferring implicit generation from the 3-byte/1-byte bodies.
method:c:@S@CCryptMgr@F@~CCryptMgr#	3355890d4ecdf3d730191621056e8b2beed31c3b06ee32ada3a02996817332cd	retained-authored	The complete authored CCryptMgr constructor/destructor family is governed by lineage ID crypt-authentic-family. Preserve the source-proven empty methods and the char* overload rather than inferring implicit generation from the 3-byte/1-byte bodies.
method:c:@S@CFaderMesh@F@CFaderMesh#	5c549341771f614bd6b901a0854e7a7396ba62fc62d43b7d4c03a67216b7b2bd	retained-authored	Implicit-constructor control removes this definition and every reference from the seven real owner/caller objects; retail call at 0x17e072 reaches this constructor. Keep the authored empty out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CFaderMesh@F@~CFaderMesh#	417e92969a185b95e9ed9045ff2ef60254c33beb73b481e5c0887452896487f5	retained-authored	Real-TU omission control shrinks 107 bytes to 101 by removing the derived-vptr store present in retail. Restored the authored empty destructor; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CFaderSine@F@~CFaderSine#	751ad507f317c2efefa96c2602c657fbf560a0504b48faf32ff618c76a26bdeb	retained-authored	Real-TU omission control shrinks 11 bytes to 5 by removing the derived-vptr store present in retail. Restored the authored empty destructor; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CGiantRock@F@CGiantRock#*$@S@CGameObject#	3f914d284e15343477a770e62d8edbf638dbabae8324195867cf8fcc49fbb9f0	retained-authored	The CGameObject* constructor forwards its object argument to CTileTrigger; the 25-byte retail body includes that argument and the derived vptr. This is an authored parameterized overload, not an implicit default or copy constructor.
method:c:@S@CGiantRockLogic@F@CGiantRockLogic#	e9c9b4d462593e4fab051dc91861992252e5ee178bf0d6108bf5b64dc86c2ab2	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CGruntzApp@F@CGruntzApp#	70893077234842bc5f48485b9d5074585d98357f50ba1fa55c3bcb3c4c4fc82f	retained-authored	Implicit-constructor control removes this definition and every reference from the seven real owner/caller objects; retail call at 0x11c9bb reaches this constructor. Keep the authored empty out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CGruntzCommand@F@~CGruntzCommand#	5c8b63cbd4cd1e54cde6cc1a99a4157f8a182fb4f6a4aa9d6cc0bceeded21d45	retained-authored	This authored destructor introduces a virtual destructor slot in the root interface. Implicit teardown cannot supply that declaration; removing a derived wrapper does not authorize removing the base slot. See constructor-lifetime-cleanup.md.
method:c:@S@CGruntzWnd@F@CGruntzWnd#	fe908730cce554a40e09a6fa11ff948dc0c90a38c6bf389c65be7c5b0ebc2b93	retained-authored	Implicit-constructor control removes this definition and every reference from the seven real owner/caller objects; retail call at 0x809d2 reaches this constructor. Keep the authored empty out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CLogicRecord@F@CLogicRecord#*$@S@CDDrawSurfaceMgr#I#I#	671e4ce48425281429bb996e64fc8312ce0f64c7c35d2195d342fba45cbdef6a	open-model-conflict	The same USR has an inline definition in LogicRecordCtorInline.h and an ordinary definition in WwdObjMgr.cpp. Their bodies agree; the duplicated source/visibility boundary remains a review item with its base and collection family. Multiple definition forms alone do not assert a semantic or ODR conflict.
method:c:@S@CLogicRecordRegistry@F@FindTemplate#*1C#	ef94fb0cde4e51276a0423186494ee2db74d011c44682d31b2623c62b1f1bbdc	open-model-conflict	The same USR has an inline definition in LogicRecordRegistryFindInline.h and an ordinary definition in StreamRecordLoaders.cpp. Their bodies agree; the duplicated source/visibility boundary remains a review item with its base and collection family. Multiple definition forms alone do not assert a semantic or ODR conflict.
method:c:@S@CMultiHelpDlg@F@CMultiHelpDlg#*$@S@CWnd#	f1f85552d21bf06cf0ab037615a4cb41099457d0bb613ede7d0530891c503781	retained-authored	The CWnd* parameter forwards to CDialog with dialog resource 0xcb; the retail push/call sequence and ret 4 preserve that authored initializer. An implicit default constructor cannot supply this parameterized resource-selection API.
method:c:@S@CSecretLevelTrigger@F@CSecretLevelTrigger#	11bbaf12a933f2931ba34e6439c07618592d32d6a035d8d803d0e2378364b64f	open-model-conflict	The empty body hides a CUserLogic(INLINE_BASE) initializer. The derived class also has a CGameObject* overload, so a no-argument constructor must remain declared, but the inferred visibility-selector overload and the complete CUserLogic construction family require review.
method:c:@S@CTileExclusiveTriggerSwitchLogic@F@CTileExclusiveTriggerSwitchLogic#	3df01901a96cad2953bd69b4a55e362c3d0621e3cfab47ba7b6fbf8e77ca9ec9	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CTileMultiTriggerSwitchLogic@F@CTileMultiTriggerSwitchLogic#	52c313468e18a0cf58ee85fc912f87539b8f059939bde3c4ebe2be482079e0e6	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CTileSecretTrigger@F@CTileSecretTrigger#*$@S@CGameObject#	89158449d21e9b33fa1f0aa65ffab31338ff2a37e795f9327034e8ed6555744c	retained-authored	The CGameObject* constructor forwards its object argument to CTileTrigger; the 25-byte retail body includes that argument and the derived vptr. This is an authored parameterized overload, not an implicit default or copy constructor.
method:c:@S@CTileSecretTriggerLogic@F@CTileSecretTriggerLogic#	cbf40383964c7491f091b8b2aa0b0566800d1093450a7968c4b74446059dfd91	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CTileSecretTriggerSwitchLogic@F@CTileSecretTriggerSwitchLogic#	843e3c10fcff24318b03f9636011e1612b7fcc094426b93225132ebfda4a3d21	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CTileTimeTriggerLogic@F@CTileTimeTriggerLogic#	910df9a71413c9c705292bbddfa2a93dac71f277cc44a5b510db75e2bcc8f284	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CTileTimeTriggerSwitchLogic@F@CTileTimeTriggerSwitchLogic#	69721dbab2aaf48e81cd572676e0666a2990d8c3e0be173e2becf5571db1d81d	retained-authored	Empty-special-member constructor control: omitting these declarations and bodies removes all nine constructor symbols and references from tileswitchlogic and tiletriggercontainer; decoded retail factories at 0x115f60/0x116610/0x116cf0/0x117800 retain 18 calls through verified thunks. Keep the authored out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@CUserBase@F@~CUserBase#	0a5ec6b8f15af6a56288405d46c23729b0a42f963cdd97a213828b85a4b169e8	retained-authored	This authored destructor introduces a virtual destructor slot in the root interface. Implicit teardown cannot supply that declaration; removing a derived wrapper does not authorize removing the base slot. See constructor-lifetime-cleanup.md.
method:c:@S@CUserLogic@F@BuildLogicTypeTable#*$@S@CGameObject#	768669ff47998d2118783eaf63a242c9fb198cf03732ec5cf8ed426ba4cdd668	open-model-conflict	The same USR has an inline definition in LogicTypeTableInline.h and an ordinary definition in UserLogic.cpp. Their bodies agree; the duplicated source/visibility boundary remains a review item with its base and collection family. Multiple definition forms alone do not assert a semantic or ODR conflict.
method:c:@S@CUserLogic@F@~CUserLogic#	b2fe68b192e37958699625c2c9009cc6ab8f8236edc4396debfc0981a9866717	retained-authored	Fresh SerialObjectFactory.cpp VC5 /O2 /MT /GX /GR omission control removes the retail CUserLogic vptr store and shrinks the body from 68 to 62 bytes. Keep this authored empty destructor. The compiled positive/negative test is scripts/test_implicit_lifetimes.py.
method:c:@S@CVoiceTrigger@F@CVoiceTrigger#	926316e192aa1a7180eb3cc9804a4eae104535900192ecae048e2425666158f7	open-model-conflict	The empty body hides a CUserLogic(INLINE_BASE) initializer. The derived class also has a CGameObject* overload, so a no-argument constructor must remain declared, but the inferred visibility-selector overload and the complete CUserLogic construction family require review.
method:c:@S@CWapX@F@~CWapX#	3f83a46e7ef3edb2b3feffc686f40ecbe69f0e027d3b1723655cc0a824fb5c3b	retained-authored	Complete CWapX storage is pointers plus a byte array, with no nontrivial member/base destructor. The retail body is a one-byte RET. The authored inline empty destructor supplies this lifetime boundary; no additional empty wrapper/base is introduced merely to manufacture an implicit destructor.
method:c:@S@FontRenderer@F@~FontRenderer#	7c02f863e9160bf347f1a42818f27d12b0d91f27eae755e23efff8dcc0567215	retained-authored	FontRenderer has a Font pointer, COLORREF and two integer options, with no nontrivial base/member teardown. The one-byte retail RET is accounted for by the existing authored empty destructor; draw/measure/color APIs are domain behavior.
method:c:@S@PlayerLatency@F@~PlayerLatency#	7d20cc8c720af0f1709567b29003881b1dd6bc56fc1ec1b306b0c317490f69ce	retained-authored	The two integer members are the latency average and sample count, corroborated by the update in CMulti and display in MultiStartDlg. That scalar layout supplies no implicit nontrivial teardown; retain the authored inline empty destructor. The possible generic accumulator owner is a separate open record-family review.
method:c:@S@SoundBuffer@F@~SoundBuffer#	0685ca5038b9f1b3b32b6d045a4636b484fccb351df7efbd0d0f179f24bce072	retained-authored	The prior real-VC5 sound destructor control and direct retail audit require the authored vptr-reset layer; implicit SoundBufferInstance teardown loses its derived-vptr store. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/typed-container-use-replaces-manual-compiler-methods.md.
method:c:@S@SoundBufferInstance@F@~SoundBufferInstance#	d63013356def8d80481243f2b0699ddfb4f772c99af595956fb2c04df4158eb6	retained-authored	The prior real-VC5 sound destructor control and direct retail audit require the authored vptr-reset layer; implicit SoundBufferInstance teardown loses its derived-vptr store. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/typed-container-use-replaces-manual-compiler-methods.md.
method:c:@S@SoundStream@F@SoundStream#	71418da4dc7fdf0c2163a95d1a99dbe78a88c716d1295e791a833ffb334e9223	retained-authored	Implicit-constructor control removes this definition and every reference from the seven real owner/caller objects; retail call at 0x155c34 reaches this constructor. Keep the authored empty out-of-line boundary; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@SoundStream@F@~SoundStream#	4c6b4d4a7d32ffc95617cf1b5bce56bc1c6ef1a27ee81e221263bfe39de798fb	retained-authored	Real-TU omission control shrinks 11 bytes to 5 by removing the derived-vptr store present in retail. Restored the authored empty destructor; see https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/empty-special-member-calls-and-vptr-stores.md.
method:c:@S@SoundTask@F@~SoundTask#	7bf3e93071230a285bffdef8b496f2204d80f0b253ce034b5b834916d7c37c64	retained-authored	The prior real-VC5 sound destructor control and direct retail audit require the authored vptr-reset layer; implicit SoundBufferInstance teardown loses its derived-vptr store. See https://github.com/sushi-shi/gruntz-decomp/blob/b27b05deb249e4cacbb29f55f17b469ecfe56f26/docs/patterns/typed-container-use-replaces-manual-compiler-methods.md.
